id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
2844,Voluptate Repellendus,Doloremque asperiores commodi similique atque maiores aperiam voluptatum.,Dicta fuga nulla ipsa inventore.,Sem grãos e açúcares,Laboriosam ad molestiae saepe quasi laudantium.,Ratione eum perferendis distinctio non ut ut iste.,1920,126,396,87,"Baixo carboidrato, alta proteína e gordura",180,Fácil
2845,Ab Eaque,Ut temporibus nihil assumenda sapiente sint.,Placeat saepe vel quidem.,Sem grãos e açúcares,Iusto rerum soluta perspiciatis distinctio optio laborum.,Quia pariatur ipsam laborum nemo voluptate sit accusamus minima earum.,1695,108,121,80,Rica em proteínas e vegetais,180,Moderado
2846,Sapiente Adipisci,Laboriosam nemo dolorem repellendus suscipit minima.,Quos unde cumque maxime quam assumenda.,Baixo consumo de carboidratos,Consectetur consequatur consequatur officiis doloremque.,Iste laborum asperiores et ducimus impedit earum.,2457,85,306,162,"Baixo carboidrato, alta proteína e gordura",120,Difícil
2847,Dolorem Dicta,Consequuntur aut blanditiis nobis adipisci vitae magni itaque corrupti ab atque.,Eveniet assumenda cumque sequi quis.,Baixo consumo de carboidratos,Delectus ex culpa nisi sit sit ut harum.,Veritatis maiores molestias dignissimos consequuntur alias dicta nostrum voluptas qui.,1774,188,342,138,"Equilíbrio entre macros, rica em fibras",45,Fácil
2848,Voluptas Quae,Odio ullam impedit praesentium animi similique sequi necessitatibus rem inventore accusamus.,Nihil doloribus animi.,Sem laticínios,Soluta distinctio molestiae non accusamus labore beatae quod.,Expedita earum quis minima ad labore voluptate laborum eius laborum.,1785,112,388,168,"Equilíbrio entre macros, sem alimentos processados",120,Fácil
2849,Dolore Saepe,Ab suscipit omnis doloremque dolores aut maxime esse.,Est amet nobis voluptatem expedita.,Sem laticínios,Iusto aliquid reprehenderit quod veniam quod.,Harum nesciunt reiciendis officia autem corrupti ipsam.,1948,154,132,180,"Alta gordura, baixa carb, moderada proteína",90,Difícil
2850,Voluptate Ipsum,Officiis nobis repudiandae harum iure aliquam reiciendis.,Delectus quis aut.,Sem glúten,Quo sit ratione vero exercitationem pariatur temporibus architecto.,Quos repellat error ea voluptates ex repellat quae sequi.,1530,51,54,82,Foco em carboidratos complexos,30,Difícil
2851,Maiores Voluptatum,Dolore modi unde illo aliquam dicta saepe consequuntur.,Laudantium impedit eaque.,Sem carnes,Nihil magnam laborum vitae incidunt architecto.,Repellat quas magni vel nisi nisi.,2842,152,186,170,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2852,Atque Aliquam,Suscipit minus magnam laudantium in voluptatem.,Corrupti temporibus aliquam ducimus ad adipisci.,Sem carnes,Ratione eum assumenda magnam nesciunt ipsa iste quaerat atque voluptas.,Voluptates amet deleniti similique maxime ipsam voluptatem.,2544,194,369,180,"Equilíbrio entre macros, rica em fibras",60,Fácil
2853,Distinctio Nostrum,A aliquid sequi facere adipisci possimus possimus nulla.,Nostrum accusantium nihil.,Sem grãos e açúcares,Sit ipsum magnam aspernatur accusantium.,Soluta consequatur veniam odit deleniti iste numquam assumenda quo.,2937,100,46,38,"Alta gordura, baixa carb, moderada proteína",45,Moderado
2854,Ducimus Neque,Quisquam ullam maxime ducimus itaque placeat est nulla incidunt nam mollitia.,Delectus debitis numquam nisi.,Baixo consumo de carboidratos,Eligendi illo nostrum iure quas amet laboriosam itaque consequatur laudantium provident.,Pariatur accusamus facilis vitae officiis optio nobis.,2974,73,392,59,"Alta gordura, baixa carb, moderada proteína",60,Difícil
2855,Quaerat Ducimus,Voluptatem quisquam nobis illo recusandae asperiores enim.,Distinctio fuga iure reprehenderit quos.,Sem alimentos processados,Laudantium enim veniam repellendus quis animi.,In quisquam assumenda repellendus deleniti possimus aut voluptatum labore aspernatur.,2036,81,127,54,"Baixo carboidrato, alta proteína e gordura",30,Fácil
2856,Quae Exercitationem,Quibusdam quam id accusamus fugiat harum quod quod quis mollitia cumque.,Odit sint quibusdam placeat enim beatae.,Sem carnes,Quidem dolorem nobis fuga facilis inventore ratione.,Possimus consectetur corrupti tempora mollitia et nesciunt.,1879,140,322,112,"Alta gordura, baixa carb, moderada proteína",45,Moderado
2857,Labore Incidunt,Illum at at illum unde voluptatum alias minima quis ab rem consequuntur.,Nulla quasi commodi.,Sem grãos e açúcares,Explicabo dolor earum inventore recusandae.,Odit numquam ad quam magnam.,2708,85,51,165,Foco em carboidratos complexos,120,Difícil
2858,Fugit Blanditiis,Quasi earum perspiciatis cum consequatur quibusdam.,Illo excepturi velit.,Sem laticínios,Voluptates ea voluptatem est error iste dolores libero tempore.,Aliquid debitis a sequi error vero.,2939,72,226,150,"Alta ingestão de carboidratos e fibras, moderada proteína",30,Difícil
2859,Magni Quam,Dolorem id alias velit nobis neque aspernatur illo molestiae.,Culpa magni placeat consequuntur quae.,Sem alimentos industrializados,Quam veritatis quidem libero debitis reprehenderit qui nihil illo.,Assumenda id delectus non praesentium esse rerum a eos.,2862,90,52,61,"Equilíbrio entre macros, rica em fibras",60,Fácil
2860,Quos Id,Repudiandae sed assumenda temporibus alias modi minima soluta dignissimos.,Temporibus laboriosam ullam ad.,Sem grãos e açúcares,Aliquid dolorum ea harum repudiandae.,Eligendi sunt placeat voluptas qui doloribus sequi mollitia.,1891,87,36,58,"Equilíbrio entre macros, rica em fibras",30,Moderado
2861,Quos Dolore,Deleniti nam aliquid quod debitis culpa.,Sapiente officia eligendi.,Sem grãos e açúcares,Modi qui distinctio enim delectus minima debitis.,Temporibus assumenda laudantium sint enim id molestiae pariatur.,2572,96,146,153,Foco em carboidratos complexos,90,Difícil
2862,Quia Quia,Dolorem tempore similique deserunt laborum veniam.,Dicta quasi velit quaerat accusantium architecto.,Sem alimentos processados,Alias debitis iure modi iste impedit.,Quo maiores facilis maxime veniam.,2556,57,91,154,"Equilíbrio entre macros, rica em fibras",90,Difícil
2863,Veniam Provident,Itaque qui itaque excepturi assumenda quam incidunt amet quis.,Quod harum culpa quod voluptates quia.,Sem glúten,Voluptas ipsam nobis error excepturi iure aperiam saepe.,Hic earum eaque accusantium quos delectus quam aspernatur.,1666,100,362,116,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Moderado
2864,Vel Quaerat,Qui exercitationem perferendis doloribus dolore ut enim illum ipsum blanditiis officiis.,Provident nostrum expedita porro eveniet.,Sem alimentos industrializados,Aut laboriosam quae quibusdam eaque debitis.,Saepe atque in modi id.,2082,134,67,38,"Equilíbrio entre macros, rica em fibras",90,Moderado
2865,Nostrum Consequuntur,Sint harum odio dolore exercitationem tempore rerum explicabo.,Possimus error ducimus maxime perferendis repellat.,Sem alimentos processados,Eligendi sequi pariatur aspernatur animi nesciunt nemo.,Explicabo at commodi error est corporis fuga.,1574,187,383,88,Rica em proteínas e vegetais,180,Moderado
2866,Autem Laudantium,Iure voluptas omnis consectetur laboriosam adipisci magnam nihil nostrum.,Beatae vel quia repellat soluta magni consectetur.,Baixo consumo de carboidratos,Illo eius cumque maiores ex eveniet modi.,Quisquam quas unde sunt placeat sint sint nemo autem dolores maxime.,2348,141,182,45,"Equilíbrio entre macros, sem alimentos processados",180,Difícil
2867,Exercitationem Nihil,Commodi consectetur quam id id tempora vitae eveniet harum quod molestias.,Dicta mollitia nobis.,Sem laticínios,Eaque quidem tempora magnam numquam aperiam excepturi fugit.,Exercitationem quibusdam a quam odio porro et quod placeat.,2433,137,124,174,"Alta gordura, baixa carb, moderada proteína",120,Fácil
2868,Magnam Sit,Quibusdam eaque quod ut sapiente nemo reprehenderit.,Vel ut perspiciatis quam incidunt est.,Sem grãos e açúcares,Mollitia laboriosam sunt deserunt natus perspiciatis.,Nemo numquam eveniet accusantium doloremque eligendi minus.,1566,88,249,93,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
2869,Occaecati In,Tempora porro dignissimos natus velit quod iure possimus tempora incidunt quibusdam.,Beatae ipsum esse.,Sem laticínios,Aliquid tempora nam atque corrupti rem.,Rerum doloremque hic eveniet accusantium.,1927,192,329,125,Rica em proteínas e vegetais,45,Moderado
2870,Iure Commodi,Odit eaque rerum distinctio quasi occaecati velit cupiditate.,Minus labore odio quam dolores.,Sem laticínios,Fuga consectetur officia deserunt unde inventore minima provident.,Voluptate autem illo earum vitae consectetur.,2962,120,313,43,Rica em proteínas e vegetais,60,Fácil
2871,Placeat Rerum,Commodi soluta laudantium perspiciatis qui inventore delectus quibusdam natus qui.,Quia fugiat aut beatae eos sint.,Sem laticínios,Dolore doloremque excepturi eos aliquam vitae iure.,Ex veritatis illo vitae quia.,2744,198,251,45,Foco em carboidratos complexos,60,Difícil
2872,Iusto Illum,In natus perspiciatis nisi consequuntur blanditiis blanditiis ipsam.,Nisi vel quo mollitia debitis incidunt.,Sem glúten,Unde ad ut laborum omnis molestias.,Accusantium neque velit molestias totam asperiores aut possimus.,1915,116,345,138,Rica em proteínas e vegetais,90,Moderado
2873,Cumque Ad,Possimus harum sapiente fuga dicta qui impedit assumenda quos.,Excepturi adipisci hic.,Sem alimentos processados,Quo impedit iure velit explicabo.,Nostrum quae corporis eos voluptatibus illum tempore sequi.,2913,107,154,66,"Equilíbrio entre macros, rica em fibras",90,Fácil
2874,Architecto Libero,Dolorem animi occaecati ut autem ad a.,Sit provident veniam reiciendis ea.,Sem laticínios,Quas culpa voluptatem repudiandae sapiente.,Fugiat earum occaecati possimus illo excepturi perspiciatis exercitationem.,1963,146,323,115,"Baixo carboidrato, alta proteína e gordura",30,Difícil
2875,Labore Ad,Veritatis deserunt accusamus sequi officiis consequatur iusto eos.,Pariatur quo laboriosam ullam natus.,Sem grãos e açúcares,Corporis quis facilis voluptates repellendus nam in officia molestiae cum.,Tenetur quos ullam fugit.,1722,181,35,136,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Fácil
2876,Nobis Inventore,Labore quis omnis eveniet dicta fugit.,Fugit harum quae illo totam omnis.,Sem carnes,A saepe distinctio non odit.,Provident quaerat commodi magni placeat eligendi iure deleniti tempora.,2421,141,306,165,"Alta gordura, baixa carb, moderada proteína",60,Difícil
2877,Distinctio Ipsa,Unde unde aspernatur tempore asperiores illum incidunt.,Quo magni nulla porro quibusdam aliquam.,Sem laticínios,Vitae doloribus laborum nemo veritatis maiores harum quibusdam hic.,Accusantium officia voluptate nobis necessitatibus necessitatibus libero optio eligendi.,1608,141,244,106,"Equilíbrio entre macros, rica em fibras",90,Moderado
2878,Non Iste,Perspiciatis labore hic aliquid officia illo porro praesentium ea quia at aspernatur dolores.,Ullam maxime dolore beatae ducimus soluta.,Sem grãos e açúcares,Facilis ea dolorem consequatur dolorum.,Sapiente voluptatibus magni deserunt nostrum fugiat iste.,1745,161,326,110,"Alta gordura, baixa carb, moderada proteína",45,Difícil
2879,Velit Eum,Voluptatum praesentium quasi numquam beatae iusto animi illum.,Maiores maiores occaecati.,Baixo consumo de carboidratos,Minus vitae est doloremque culpa a similique occaecati repellat doloribus.,Laborum consectetur voluptates neque officiis natus corrupti.,2176,162,28,66,"Equilíbrio entre macros, sem alimentos processados",45,Fácil
2880,Earum Inventore,Harum iusto repellat ut iure iusto sint animi asperiores accusantium.,Perspiciatis commodi cupiditate aliquam alias.,Sem grãos e açúcares,Vero blanditiis eum rem eligendi neque omnis.,Vitae id eaque alias blanditiis totam nam maxime officiis dolores.,1977,91,116,68,"Alta gordura, baixa carb, moderada proteína",60,Difícil
2881,Molestias Ducimus,Tempore facere aut eum vel nisi sed nobis.,Corrupti assumenda suscipit corrupti.,Sem glúten,Est blanditiis occaecati harum fuga eveniet cumque.,Eveniet ullam sint perferendis dolore veniam architecto.,2163,200,69,156,"Equilíbrio entre macros, rica em fibras",30,Fácil
2882,Aliquam Hic,Quod officiis animi excepturi ut veritatis.,Corporis numquam molestias quas.,Baixo consumo de carboidratos,Ipsam beatae deserunt unde assumenda aliquid expedita dicta unde.,Quidem minima soluta consequuntur corrupti ad excepturi.,2381,57,79,99,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Moderado
2883,Earum Aliquid,Tenetur ipsum dolorem voluptatem iste ad sit distinctio porro.,Quibusdam qui assumenda pariatur ad animi nisi.,Baixo consumo de carboidratos,Ab quos est minima nam suscipit natus consequatur asperiores.,Labore possimus laboriosam laudantium sapiente mollitia illum hic doloribus.,2435,73,383,126,Rica em proteínas e vegetais,45,Moderado
2884,Ad Aliquam,Exercitationem exercitationem similique expedita molestias placeat minus.,Beatae nesciunt ab doloribus tempore.,Baixo consumo de carboidratos,Debitis quod quis ducimus.,Fuga sit alias quaerat doloribus quasi vel quos repellendus officia.,2444,181,122,64,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Difícil
2885,Nobis Eos,Neque repudiandae rem delectus accusamus cumque cum eveniet veritatis fuga molestiae dicta.,Incidunt officia consectetur iusto.,Sem carnes,Iusto accusantium nisi ea minus.,Maiores blanditiis vitae eos delectus inventore vel corporis minima nulla.,1631,64,334,159,"Equilíbrio entre macros, rica em fibras",120,Moderado
2886,Placeat Fugiat,Magnam reiciendis dolores et repellat doloremque exercitationem at id in quos.,Ipsa optio molestias.,Sem alimentos processados,Voluptatibus provident maiores reiciendis facere.,Consectetur esse voluptas natus voluptatum est voluptas unde accusantium.,2652,106,89,89,Rica em proteínas e vegetais,45,Fácil
2887,Quia Corrupti,Nam qui consequuntur ab repudiandae ad.,Aut modi ut ipsa quis.,Baixo consumo de carboidratos,Atque nesciunt repudiandae fugit perspiciatis adipisci mollitia in quidem.,Repellendus suscipit dolorum dolorum inventore sit porro mollitia dolore ipsam.,2311,166,258,38,"Baixo carboidrato, alta proteína e gordura",180,Moderado
2888,Quis Quas,Reiciendis ea explicabo cumque doloremque enim voluptatem omnis alias veritatis.,Quia illo veritatis quia.,Sem carnes,Odit illo atque ex quia voluptatem expedita veritatis.,Quos voluptate autem magni libero voluptate voluptate enim.,1965,91,393,143,Rica em proteínas e vegetais,90,Moderado
2889,Sunt Error,Temporibus enim in ad debitis dolorum nulla architecto aut ipsum.,Adipisci numquam nemo.,Sem laticínios,Quas possimus facilis vitae occaecati earum.,Quisquam nesciunt iste doloribus similique officiis ratione eligendi.,2368,78,57,163,"Baixo carboidrato, alta proteína e gordura",30,Difícil
2890,Dolorum Aliquid,Est odio in ipsa in sapiente optio neque amet et explicabo.,Est dolores ipsam eum accusantium at.,Sem alimentos processados,Modi officiis est voluptates expedita assumenda.,Vero nihil ab doloremque tempora veritatis harum adipisci.,1925,197,400,56,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Difícil
2891,Ipsa Rerum,Perferendis repudiandae eligendi quis cupiditate omnis assumenda.,Commodi eveniet neque accusantium.,Sem carnes,Consectetur accusamus atque dolores quibusdam.,Voluptatibus officia veniam ipsa dolores dolore dolorem ullam.,2466,63,362,158,"Alta gordura, baixa carb, moderada proteína",60,Fácil
2892,Unde Accusantium,Numquam nesciunt voluptate illum fugiat similique repudiandae explicabo.,Rerum voluptas doloribus.,Sem grãos e açúcares,Perspiciatis nobis aliquid eligendi dolorem cupiditate vitae ipsa sed.,Rem expedita aut pariatur nisi quasi.,2982,133,269,78,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Difícil
