id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
2709,2025-08-09,"""-23.2487, -65.2555""",água,18.7,56,8.2,Alto,Plástico,Eius ullam molestias necessitatibus ea maiores.,Maiores debitis mollitia eaque iste.,"""Arenoso, pouco fértil""",Veniam repudiandae necessitatibus mollitia.,Sofia Borges,Quia amet est blanditiis nam expedita natus.
2710,2025-09-10,"""-26.4529, -42.0712""",ar,15.2,74,,Alto,Pesticidas,Tenetur quae minima dignissimos cupiditate.,Sapiente excepturi repudiandae.,"""Argiloso, boa drenagem""",Quo placeat qui repudiandae illo eaque commodi.,Thiago Mendonça,Occaecati maiores eos corporis quas.
2711,2025-04-15,"""-3.8354, -42.1943""",solo,28.8,76,,Crítico,Radioatividade,Provident nisi ipsam deleniti.,Aspernatur nihil laborum.,"""Arenoso, pouco fértil""",Deserunt magni eligendi harum doloribus ducimus.,Maria Luísa Mendes,Similique neque optio quae a dicta est architecto.
2712,2024-12-08,"""-7.8472, -63.0716""",solo,20.2,61,,Baixo,,Distinctio exercitationem molestias.,Tempore doloribus placeat officiis.,"""Orgânico, rico em nutrientes""",Quasi molestias corrupti reprehenderit eaque reiciendis.,Manuella Fonseca,Ex voluptatem autem assumenda.
2713,2025-01-09,"""-32.4524, -50.0553""",água,30.9,62,7.1,Crítico,Plástico,Ab voluptatum maxime aliquid itaque.,Fugiat quidem est praesentium.,"""Orgânico, rico em nutrientes""",Suscipit sapiente adipisci et.,Maria Vitória Rocha,Velit placeat modi neque quas sequi.
2714,2025-01-14,"""4.7448, -47.1607""",solo,22.1,90,,Crítico,Plástico,Cumque quaerat voluptate eligendi.,Voluptatibus excepturi mollitia.,"""Orgânico, rico em nutrientes""",Optio quo architecto ipsa consectetur officiis porro.,Sra. Zoe Gonçalves,Qui quibusdam consectetur quia facere doloremque eos facilis id.
2715,2024-11-05,"""-32.9498, -46.8522""",ar,19.9,77,,Baixo,,Delectus corrupti sed inventore eaque modi.,Molestiae ea.,"""Arenoso, pouco fértil""",Illo aliquam officiis dolorum dolor amet eligendi.,Otávio Rodrigues,Asperiores vitae exercitationem quam cupiditate eius recusandae.
2716,2025-06-21,"""-32.8017, -34.681""",ar,23.2,74,,Moderado,Esgoto,Nisi ab praesentium nisi necessitatibus laborum.,Assumenda quo provident eveniet quo.,"""Argiloso, boa drenagem""",Veritatis fugit aspernatur esse.,Dr. Gustavo Sá,Magni consequuntur adipisci earum veniam accusantium esse eum dolores.
2717,2025-08-01,"""-16.6805, -48.0868""",solo,16.3,77,,Baixo,,Et itaque perspiciatis quas vel.,Officiis expedita ullam minima.,"""Orgânico, rico em nutrientes""",Officiis inventore neque odio.,Larissa Farias,Minus dolorem aliquid at quae occaecati.
2718,2024-12-07,"""0.3098, -73.7365""",água,29.3,90,6.6,Baixo,,Ea sequi doloribus quasi magnam.,Id quod reiciendis tempora nostrum.,"""Arenoso, pouco fértil""",Illum ut harum quas ullam impedit.,Sra. Mariane Pires,Facere ipsam minus cupiditate cum quam.
2719,2025-02-22,"""-10.3355, -66.4625""",solo,27.8,73,,Baixo,,Dicta molestiae perspiciatis exercitationem autem.,Soluta animi amet alias.,"""Rochoso, baixa permeabilidade""",Maxime esse nobis nisi.,Gabriel das Neves,Earum blanditiis asperiores doloremque.
2720,2025-03-18,"""-32.982, -59.9237""",ar,20.5,71,,Moderado,Esgoto,Totam facilis esse eos.,Voluptatum illo commodi rem.,"""Rochoso, baixa permeabilidade""",Beatae unde eum vero corporis minus.,Lucas Carvalho,Eligendi esse a voluptatibus occaecati exercitationem rem exercitationem maiores.
2721,2025-10-04,"""-22.6421, -44.0486""",ar,25.5,54,,Moderado,Plástico,Eum asperiores labore quidem asperiores voluptate.,Consectetur sit.,"""Orgânico, rico em nutrientes""",Quo amet asperiores.,João Felipe Martins,Facilis asperiores consequatur voluptates eius totam pariatur.
2722,2025-09-12,"""-19.3952, -56.2569""",ar,15.7,82,,Alto,Plástico,Dolores eos perspiciatis iusto sapiente.,Minus commodi expedita maxime.,"""Rochoso, baixa permeabilidade""",Est porro nulla aliquam in quod molestiae.,Henry Gabriel Rodrigues,Ad esse dolor animi.
2723,2024-11-20,"""-26.297, -64.4451""",ar,30.2,58,,Baixo,,Adipisci odit voluptas voluptatum.,Quis aliquam recusandae.,"""Argiloso, boa drenagem""",Accusamus dignissimos quod vitae.,Thomas Porto,Nesciunt eaque quia ullam iure rerum libero.
2724,2025-08-14,"""-14.7765, -72.2043""",ar,26.1,68,,Crítico,Químicos industriais,Expedita ratione deserunt soluta magnam autem.,Odio rem molestias consectetur dolore.,"""Argiloso, boa drenagem""",Necessitatibus optio aliquam odit eos dolorem quia ipsam.,Camila Mendonça,Tempore nesciunt unde quisquam iure recusandae.
2725,2025-02-23,"""-3.9223, -35.7179""",ar,26.7,77,,Alto,Químicos industriais,Laboriosam vel eligendi.,Repudiandae distinctio sequi.,"""Orgânico, rico em nutrientes""",Aliquid reiciendis totam earum unde.,José Pedro da Luz,Magni exercitationem quia tempore nostrum necessitatibus a.
2726,2025-07-31,"""-17.6332, -55.7282""",ar,20.2,52,,Crítico,Químicos industriais,Tenetur nobis illo nobis accusantium magni.,Nemo distinctio quasi consequuntur.,"""Argiloso, boa drenagem""",Voluptas beatae atque quisquam expedita eos sint.,Nicole Aparecida,Quia numquam accusamus veniam veniam cumque autem.
2727,2024-12-02,"""-25.9555, -38.1569""",água,34.1,80,7.1,Crítico,Pesticidas,Aliquid distinctio doloribus esse nobis.,Alias distinctio quia non.,"""Orgânico, rico em nutrientes""",Molestiae ratione eum molestias mollitia ad maiores.,Aylla Cavalcanti,Illo quibusdam expedita aliquam.
2728,2025-03-16,"""-19.2752, -66.0726""",ar,29.8,79,,Crítico,Esgoto,Distinctio adipisci atque eligendi architecto.,Beatae reprehenderit laborum cumque fugit.,"""Argiloso, boa drenagem""",Facilis doloremque nihil aperiam in.,Dr. Leandro Melo,Totam cumque quibusdam quaerat voluptatibus ullam dicta sed qui.
2729,2025-01-03,"""-26.3824, -51.8315""",água,34.6,82,8.0,Alto,Esgoto,Pariatur porro commodi libero.,Consequatur cupiditate quos.,"""Rochoso, baixa permeabilidade""",Magnam quis eveniet minima est.,Vitória Pacheco,Possimus quaerat quidem accusantium omnis doloremque excepturi adipisci vitae.
2730,2025-05-27,"""-29.5007, -67.4022""",ar,28.3,79,,Baixo,,Quae quod fugit numquam.,Porro laborum fugit.,"""Argiloso, boa drenagem""",Maiores neque reprehenderit id quis ratione asperiores culpa.,Catarina Leão,Dolores saepe labore dignissimos qui.
2731,2024-11-24,"""-1.1908, -70.6423""",ar,24.5,82,,Moderado,Pesticidas,Suscipit autem recusandae nihil eius maiores.,Cupiditate sint quidem culpa.,"""Orgânico, rico em nutrientes""",Earum laudantium ipsam ut aspernatur.,Erick da Mota,Velit consequuntur quas animi necessitatibus ducimus eveniet blanditiis.
2732,2025-05-05,"""-22.2197, -66.9863""",solo,29.7,47,,Crítico,Plástico,Esse veritatis nam.,Fugit magnam eos ducimus nihil.,"""Rochoso, baixa permeabilidade""",Expedita ducimus quam.,Mariah Martins,Amet laborum totam vero ipsam exercitationem.
2733,2025-07-13,"""-15.4095, -57.3056""",solo,23.7,83,,Crítico,Plástico,Voluptate nobis aut nam autem deleniti.,Fuga officia vel rem.,"""Rochoso, baixa permeabilidade""",Reiciendis consectetur quae beatae.,Fernanda Silva,Ipsa quisquam laborum aliquid minima architecto.
2734,2025-09-06,"""-24.8454, -37.6112""",ar,31.8,63,,Crítico,Químicos industriais,Dicta mollitia voluptate dolor consequatur.,Dolor praesentium.,"""Rochoso, baixa permeabilidade""",Possimus ab debitis nemo quia officia.,Davi Luiz Leão,Dicta atque voluptas fugiat esse ab quod eligendi rem.
2735,2025-01-12,"""-5.4681, -41.3763""",ar,27.4,82,,Baixo,,Quia accusantium ratione.,Id ab illum corrupti.,"""Orgânico, rico em nutrientes""",Ipsam laborum voluptatem deserunt nulla.,Otávio Ferreira,Quia numquam nesciunt aliquam ipsum ut omnis recusandae.
2736,2024-10-14,"""-0.8681, -62.4675""",água,28.9,87,8.4,Moderado,Plástico,Neque commodi eaque itaque.,Et asperiores voluptas ex.,"""Argiloso, boa drenagem""",Vitae quibusdam nesciunt sequi in.,Mirella da Conceição,Odio velit iusto eaque pariatur placeat magnam sequi.
2737,2025-04-16,"""-0.2716, -37.866""",solo,19.7,71,,Moderado,Metais pesados,Odio dolorem non ut quibusdam vitae.,Quaerat repudiandae sequi.,"""Argiloso, boa drenagem""",Dolores at suscipit laborum temporibus illo dolorum.,Dr. Daniel Teixeira,Tempora mollitia maxime ex distinctio quisquam.
2738,2025-08-02,"""-16.4947, -71.2495""",água,26.1,89,7.6,Baixo,,Repellendus incidunt facilis nesciunt.,Labore adipisci occaecati.,"""Orgânico, rico em nutrientes""",Modi rerum quas amet beatae repudiandae tempora.,Maria Júlia Lopes,Architecto eaque saepe rerum.
2739,2025-09-16,"""-21.0794, -64.0142""",ar,21.0,74,,Moderado,Metais pesados,Voluptates facilis odio.,Occaecati fuga quidem.,"""Orgânico, rico em nutrientes""",Ad eligendi repellendus deleniti fugiat culpa saepe accusantium.,Lucas Gabriel Fernandes,Dolor fugit culpa sequi quos corporis placeat.
2740,2025-02-24,"""-1.4866, -65.2972""",ar,26.3,90,,Moderado,Plástico,Excepturi incidunt illum labore fugiat.,Qui eligendi impedit quaerat.,"""Orgânico, rico em nutrientes""",Molestias nulla ex quis eos accusantium.,Pedro Miguel Alves,Cumque cumque labore unde minima nostrum saepe sint molestias.
2741,2025-07-11,"""-9.3528, -38.6954""",solo,21.5,52,,Moderado,Pesticidas,Consectetur iste inventore magni dicta.,Error laudantium accusamus quibusdam.,"""Arenoso, pouco fértil""",Incidunt illum vel cum exercitationem praesentium illum.,Sr. Benjamin Sá,Natus veritatis consectetur sit corporis rerum assumenda sint.
2742,2025-09-24,"""-3.0221, -60.2366""",água,28.2,67,6.8,Baixo,,Dolorem iusto aspernatur est beatae.,Saepe dolores.,"""Argiloso, boa drenagem""",Aut ipsa laboriosam commodi eligendi sit maiores.,Ryan Mendes,Facere architecto inventore ratione blanditiis laborum fuga accusantium aliquam.
2743,2025-01-24,"""-21.8828, -41.4215""",ar,31.7,70,,Crítico,Plástico,Atque ipsa ex perferendis sapiente atque.,Quis similique repudiandae et.,"""Rochoso, baixa permeabilidade""",Dolores sequi aut sunt praesentium doloremque mollitia.,Dra. Gabrielly Nascimento,Praesentium perferendis alias doloribus.
2744,2024-11-23,"""-28.1101, -56.8265""",água,24.8,71,8.4,Baixo,,Nemo nihil officiis nostrum.,Laborum ullam magnam aut.,"""Arenoso, pouco fértil""",Id nam suscipit eius nobis tempore.,Davi Miguel Camargo,Laborum molestias assumenda cumque numquam maxime nemo dolorem.
2745,2025-05-14,"""-12.0763, -39.2855""",solo,15.7,82,,Moderado,Esgoto,Laborum blanditiis illo reprehenderit reprehenderit.,Nihil fugit.,"""Arenoso, pouco fértil""",Ipsum error vero eius.,Ana Júlia Duarte,Ex nihil possimus est non nam iusto.
2746,2025-02-02,"""0.825, -47.7243""",solo,16.4,44,,Alto,Químicos industriais,Eveniet debitis voluptatem.,Distinctio ea culpa quaerat magnam.,"""Rochoso, baixa permeabilidade""",Occaecati totam recusandae error facere cum incidunt.,Carolina Guerra,Nobis quaerat fugiat inventore nostrum magni quo nemo error.
2747,2025-07-23,"""-28.9703, -50.8223""",água,19.5,82,7.0,Alto,Metais pesados,Harum dolores ab minus magnam.,Corporis tempore suscipit esse aspernatur.,"""Rochoso, baixa permeabilidade""",Asperiores itaque expedita natus excepturi aut.,Pedro Monteiro,Earum nulla inventore adipisci.
2748,2025-01-16,"""-24.3518, -66.5061""",solo,20.5,62,,Baixo,,Voluptatum id ea.,Ducimus nisi adipisci nesciunt.,"""Arenoso, pouco fértil""",Dolorem labore quibusdam nesciunt accusantium praesentium ratione.,Isabelly Sá,Quidem culpa doloremque aperiam eveniet voluptas.
2749,2024-12-17,"""-23.3321, -49.7689""",água,31.8,50,6.5,Baixo,,Quis alias hic numquam rerum.,Est nesciunt nam aut.,"""Argiloso, boa drenagem""",Alias harum aut nihil fugiat esse aliquam.,Esther Brito,Debitis officiis quaerat veniam distinctio.
2750,2025-07-10,"""4.921, -56.3062""",solo,29.3,51,,Alto,Metais pesados,Inventore occaecati similique earum eveniet voluptatibus.,Ipsam ipsum minus.,"""Orgânico, rico em nutrientes""",Ratione perspiciatis officia optio vel temporibus necessitatibus.,Maria Isis Barbosa,Autem dolor nesciunt laboriosam doloremque.
2751,2025-09-23,"""-19.6641, -35.0522""",água,16.0,90,8.0,Alto,Esgoto,Enim voluptates aut ratione quos labore.,Quisquam sint animi nulla recusandae.,"""Arenoso, pouco fértil""",Nisi nam libero.,Lorena Sampaio,Similique blanditiis voluptatibus non nulla ullam dicta.
2752,2025-05-29,"""-13.9967, -72.7317""",solo,34.3,59,,Crítico,Químicos industriais,Odio aliquam iusto perspiciatis ipsum.,Occaecati delectus.,"""Orgânico, rico em nutrientes""",Nulla nulla libero asperiores.,Nicolas Macedo,Dolore expedita accusantium voluptates modi id cumque.
2753,2025-09-13,"""-30.3797, -51.5161""",água,26.8,49,6.3,Alto,Pesticidas,Eos ratione eos nemo.,Explicabo consequuntur.,"""Argiloso, boa drenagem""",Ut officia harum.,Lucas Gabriel Pereira,Sint consequatur ullam nulla.
2754,2024-12-18,"""-14.4001, -60.1674""",água,19.8,75,6.2,Crítico,Esgoto,Earum qui rerum quidem occaecati.,Voluptates suscipit ducimus excepturi laborum.,"""Orgânico, rico em nutrientes""",Minus eum sed enim nulla optio.,Dra. Lavínia Vargas,Molestiae quas sed libero rem quos ad quas.
2755,2025-08-27,"""-22.4885, -60.2931""",ar,30.0,81,,Moderado,Esgoto,Ratione quo repellendus.,Libero libero amet quae facilis.,"""Argiloso, boa drenagem""",Nam incidunt quae rem.,Stella Fernandes,Reiciendis rem dicta nesciunt eius voluptas dolor quibusdam.
2756,2024-12-28,"""-21.7235, -35.7751""",água,33.6,86,6.3,Moderado,Pesticidas,Et eligendi ipsum blanditiis officiis.,Incidunt quae.,"""Argiloso, boa drenagem""",Atque enim ab incidunt placeat.,Ana Sophia da Cunha,Modi sapiente nam quis deleniti nihil dolor natus velit.
2757,2025-06-20,"""-19.9811, -51.0067""",ar,31.2,65,,Moderado,Pesticidas,Dolorem velit sint.,Aliquam reprehenderit maiores quos.,"""Rochoso, baixa permeabilidade""",Harum impedit voluptate qui corrupti provident eaque.,Sra. Melina Farias,Quas consequuntur consectetur facere dignissimos blanditiis.
2758,2025-10-04,"""-32.0349, -39.1077""",solo,27.5,45,,Alto,Pesticidas,Unde nam nostrum sint magni.,Rerum pariatur alias pariatur saepe.,"""Argiloso, boa drenagem""",Assumenda mollitia facere est.,Ana Liz Aragão,Nostrum neque vel sint.
2759,2025-08-26,"""-16.4053, -41.5008""",ar,33.4,76,,Baixo,,Eum nostrum quibusdam impedit repudiandae.,Ea dicta repudiandae maxime.,"""Arenoso, pouco fértil""",Quod facere quaerat commodi ipsum recusandae nemo.,Sr. Carlos Eduardo da Cruz,Perspiciatis earum ad error ratione.
2760,2025-08-10,"""-23.5833, -69.8524""",solo,21.4,63,,Moderado,Metais pesados,Blanditiis corrupti dolores.,Culpa non aliquam tempora pariatur.,"""Arenoso, pouco fértil""",Optio placeat repellendus illum.,Enzo Camargo,Commodi quos tenetur exercitationem dignissimos quas nostrum hic.
2761,2024-11-08,"""-11.2957, -66.5814""",solo,25.0,75,,Baixo,,Impedit sit officia qui perferendis quia.,Sapiente quaerat.,"""Orgânico, rico em nutrientes""",Suscipit accusamus nobis sapiente similique facere.,Carlos Eduardo Aragão,Laboriosam doloremque fuga itaque rerum praesentium autem suscipit perspiciatis.
2762,2024-12-27,"""-2.4673, -36.5384""",água,26.3,88,8.3,Alto,Metais pesados,Id asperiores placeat.,Odit distinctio laudantium.,"""Arenoso, pouco fértil""",A officiis repellendus quae laboriosam error cumque.,Sr. Ravi Cavalcanti,Praesentium error similique quae quis.
2763,2025-01-18,"""-25.2769, -42.8879""",solo,22.7,72,,Baixo,,Officiis consectetur doloribus.,Culpa illo.,"""Argiloso, boa drenagem""",Voluptate expedita quisquam culpa.,Davi Oliveira,Adipisci ex inventore odit esse expedita ab maxime.
2764,2025-07-30,"""1.7243, -72.4404""",solo,33.8,42,,Crítico,Metais pesados,Incidunt enim laudantium.,Aspernatur officia hic nisi temporibus.,"""Orgânico, rico em nutrientes""",Temporibus laboriosam culpa eos error itaque.,Yago Cirino,Ad a necessitatibus veritatis occaecati repellat sapiente consequatur.
2765,2025-02-19,"""-8.929, -71.9404""",ar,20.4,89,,Alto,Plástico,Natus repudiandae molestias animi ducimus.,Omnis minima ipsam quam.,"""Arenoso, pouco fértil""",Explicabo nemo corporis sed necessitatibus voluptatum.,João da Costa,Reprehenderit aliquam aspernatur architecto.
2766,2025-02-23,"""-0.7475, -71.8357""",água,19.2,81,7.0,Crítico,Esgoto,Saepe libero ducimus earum quae repellendus.,Voluptate dignissimos.,"""Arenoso, pouco fértil""",Eos itaque deserunt nihil officia molestias.,Noah Araújo,Quibusdam sapiente in mollitia ea rem.
2767,2025-09-23,"""-14.6009, -37.4771""",água,19.7,67,7.5,Crítico,Pesticidas,Modi ullam optio blanditiis.,Repudiandae quaerat quos illo.,"""Argiloso, boa drenagem""",Consectetur aut explicabo facilis corporis quibusdam enim atque.,Sophie Costa,Doloremque explicabo ratione blanditiis voluptatibus.
2768,2025-05-19,"""-28.6149, -43.6379""",água,29.8,83,6.5,Baixo,,Ipsa odio voluptatibus eveniet eligendi.,Ipsam dolor reiciendis voluptas.,"""Rochoso, baixa permeabilidade""",Eveniet iure qui eos repellat itaque facilis.,Eloá Montenegro,Temporibus neque consequuntur quas voluptates tempora deserunt repellat quam.
2769,2025-01-25,"""2.8033, -34.6521""",solo,21.7,75,,Baixo,,Reprehenderit saepe dolores perspiciatis officia repellat.,Perferendis culpa molestias amet.,"""Argiloso, boa drenagem""",Rerum nulla soluta iusto.,Maysa Moura,Quibusdam quas accusamus vero minima eaque laborum doloribus.
2770,2025-04-23,"""-26.0064, -63.2431""",solo,26.7,62,,Moderado,Esgoto,Totam incidunt adipisci maiores laboriosam atque.,Asperiores perspiciatis.,"""Rochoso, baixa permeabilidade""",Voluptate molestias eos.,Dra. Maria Helena Macedo,Ab eveniet ea aspernatur.
2771,2025-08-09,"""-9.3199, -70.3642""",água,27.7,59,8.3,Crítico,Esgoto,Nam aliquam ducimus est.,Voluptate quas provident optio.,"""Rochoso, baixa permeabilidade""",Distinctio ex veritatis voluptates nulla.,Ayla Abreu,Consequuntur delectus saepe quidem.
2772,2025-02-01,"""-32.8376, -63.3575""",ar,15.9,61,,Alto,Esgoto,Eveniet ut doloribus id delectus labore.,Consectetur nobis ad numquam.,"""Orgânico, rico em nutrientes""",Culpa dolore autem maiores fuga.,Srta. Aurora da Rocha,Voluptatem placeat eum explicabo possimus eligendi.
2773,2024-11-06,"""-28.7465, -64.9012""",água,15.2,50,7.0,Baixo,,In officia voluptatibus.,Officiis a voluptas rem quis.,"""Orgânico, rico em nutrientes""",Vel quaerat accusantium consectetur perferendis rem.,Henrique Brito,Optio quod perspiciatis at est.
2774,2024-12-27,"""-9.3922, -56.0887""",ar,23.8,78,,Alto,Plástico,Placeat eum modi debitis.,Deserunt ab veniam inventore voluptate.,"""Rochoso, baixa permeabilidade""",Molestiae architecto sequi praesentium dolorem placeat quaerat sed.,Sr. Ravi Lucca da Cunha,Consequuntur nesciunt sapiente temporibus eligendi nemo.
2775,2024-12-26,"""-11.2378, -61.8913""",solo,16.5,47,,Moderado,Esgoto,Repellendus culpa alias inventore.,Dolores qui perspiciatis dolorem earum.,"""Arenoso, pouco fértil""",Illo ad ratione repudiandae tempora voluptatum officia.,Arthur Gabriel da Mota,Consequuntur molestiae quaerat quae eos nobis.
2776,2025-07-11,"""-5.3303, -49.0289""",ar,30.3,85,,Moderado,Pesticidas,Non dicta eius dolore.,Consectetur necessitatibus.,"""Arenoso, pouco fértil""",Odit accusamus voluptates architecto vitae ea.,Brenda Montenegro,Tenetur aspernatur qui totam assumenda blanditiis.
2777,2025-05-16,"""-9.9314, -69.1539""",ar,30.4,58,,Baixo,,Tenetur a dolor.,Qui laboriosam quaerat.,"""Argiloso, boa drenagem""",Sit dolor fugiat eveniet cumque ullam.,Henry Gabriel Campos,Recusandae placeat omnis tempora saepe totam vitae.
2778,2025-09-20,"""-22.5666, -62.2246""",ar,27.2,51,,Moderado,Metais pesados,Ab quaerat porro animi.,Eveniet sapiente soluta placeat.,"""Rochoso, baixa permeabilidade""",Nulla nobis repudiandae harum.,Giovanna Leão,Optio qui exercitationem dolores natus consectetur aperiam quod.
